Date,Rented Bike Count,Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day
26/04/2018,1146,22,12.7,61,2.2,1949,5.3,0.0,0.0,0.0,Spring,No Holiday,Yes
26/04/2018,851,23,12.1,58,1.9,1719,4.0,0.0,0.0,0.0,Spring,No Holiday,Yes
27/04/2018,663,0,11.8,59,2.4,1535,4.0,0.0,0.0,0.0,Spring,No Holiday,Yes
27/04/2018,562,1,11.5,57,1.8,1471,3.2,0.0,0.0,0.0,Spring,No Holiday,Yes
27/04/2018,361,2,11.2,58,1.4,1255,3.2,0.0,0.0,0.0,Spring,No Holiday,Yes
27/04/2018,258,3,10.7,63,1.1,989,3.9,0.0,0.0,0.0,Spring,No Holiday,Yes
27/04/2018,140,4,10.2,65,1.5,970,3.9,0.0,0.0,0.0,Spring,No Holiday,Yes
27/04/2018,170,5,9.9,69,1.1,808,4.4,0.0,0.0,0.0,Spring,No Holiday,Yes
27/04/2018,427,6,9.9,66,1.5,931,3.8,0.0,0.0,0.0,Spring,No Holiday,Yes
27/04/2018,1129,7,10.1,63,0.7,1163,3.3,0.22,0.0,0.0,Spring,No Holiday,Yes
27/04/2018,1922,8,11.6,58,1.4,1150,3.6,0.79,0.0,0.0,Spring,No Holiday,Yes
27/04/2018,985,9,13.2,57,0.8,1003,4.8,1.39,0.0,0.0,Spring,No Holiday,Yes
27/04/2018,789,10,15.3,50,1.0,944,4.9,1.97,0.0,0.0,Spring,No Holiday,Yes
27/04/2018,986,11,17.7,44,1.5,945,5.2,2.51,0.0,0.0,Spring,No Holiday,Yes
27/04/2018,1142,12,19.5,40,1.1,1055,5.5,2.89,0.0,0.0,Spring,No Holiday,Yes
27/04/2018,1133,13,21.0,36,1.0,1164,5.3,2.99,0.0,0.0,Spring,No Holiday,Yes
27/04/2018,1115,14,22.2,32,2.8,1124,4.7,2.91,0.0,0.0,Spring,No Holiday,Yes
27/04/2018,1253,15,22.7,29,1.6,1223,3.7,2.66,0.0,0.0,Spring,No Holiday,Yes
27/04/2018,1446,16,23.2,33,2.4,869,6.0,2.12,0.0,0.0,Spring,No Holiday,Yes
27/04/2018,1877,17,21.8,41,3.0,662,7.9,1.44,0.0,0.0,Spring,No Holiday,Yes
27/04/2018,2577,18,20.3,47,2.5,705,8.6,0.77,0.0,0.0,Spring,No Holiday,Yes
27/04/2018,1812,19,18.7,53,2.7,753,8.9,0.24,0.0,0.0,Spring,No Holiday,Yes
27/04/2018,1499,20,16.9,41,3.1,1060,3.5,0.0,0.0,0.0,Spring,No Holiday,Yes
27/04/2018,1362,21,15.7,51,1.9,806,5.5,0.0,0.0,0.0,Spring,No Holiday,Yes
27/04/2018,1278,22,14.7,63,1.4,554,7.7,0.0,0.0,0.0,Spring,No Holiday,Yes
27/04/2018,975,23,14.0,66,1.2,519,7.7,0.0,0.0,0.0,Spring,No Holiday,Yes
28/04/2018,777,0,13.3,70,1.6,473,7.9,0.0,0.0,0.0,Spring,No Holiday,Yes
28/04/2018,672,1,12.7,74,1.8,392,8.1,0.0,0.0,0.0,Spring,No Holiday,Yes
28/04/2018,522,2,12.0,76,1.0,363,7.8,0.0,0.0,0.0,Spring,No Holiday,Yes
28/04/2018,325,3,11.6,76,1.0,364,7.5,0.0,0.0,0.0,Spring,No Holiday,Yes
28/04/2018,166,4,11.4,78,1.8,362,7.6,0.0,0.0,0.0,Spring,No Holiday,Yes
28/04/2018,152,5,10.9,81,1.7,348,7.7,0.0,0.0,0.0,Spring,No Holiday,Yes
28/04/2018,230,6,10.6,84,1.1,284,8.0,0.0,0.0,0.0,Spring,No Holiday,Yes
28/04/2018,376,7,10.8,78,0.5,335,7.1,0.26,0.0,0.0,Spring,No Holiday,Yes
28/04/2018,647,8,12.7,67,0.6,378,6.7,0.86,0.0,0.0,Spring,No Holiday,Yes
28/04/2018,795,9,15.1,56,1.7,493,6.3,1.57,0.0,0.0,Spring,No Holiday,Yes
28/04/2018,808,10,17.4,46,1.8,734,5.6,2.27,0.0,0.0,Spring,No Holiday,Yes
28/04/2018,1000,11,19.0,30,3.0,1719,1.0,2.84,0.0,0.0,Spring,No Holiday,Yes
28/04/2018,1278,12,20.5,31,2.5,1485,2.7,3.18,0.0,0.0,Spring,No Holiday,Yes
28/04/2018,1404,13,21.2,31,2.8,1295,3.3,3.25,0.0,0.0,Spring,No Holiday,Yes
28/04/2018,1597,14,21.3,25,3.8,1884,0.4,3.22,0.0,0.0,Spring,No Holiday,Yes
28/04/2018,1875,15,21.1,25,4.1,1885,0.2,2.96,0.0,0.0,Spring,No Holiday,Yes
28/04/2018,1945,16,20.4,25,4.7,1990,-0.3,2.45,0.0,0.0,Spring,No Holiday,Yes
28/04/2018,2043,17,20.1,29,3.3,1840,1.4,1.78,0.0,0.0,Spring,No Holiday,Yes
28/04/2018,1882,18,18.9,30,2.6,1995,0.9,1.05,0.0,0.0,Spring,No Holiday,Yes
28/04/2018,1590,19,16.9,33,1.3,1965,0.5,0.34,0.0,0.0,Spring,No Holiday,Yes
28/04/2018,1435,20,15.1,34,2.2,1981,-0.6,0.01,0.0,0.0,Spring,No Holiday,Yes
28/04/2018,1351,21,13.9,37,1.1,1751,-0.5,0.0,0.0,0.0,Spring,No Holiday,Yes
28/04/2018,1165,22,13.0,45,1.6,1713,1.3,0.0,0.0,0.0,Spring,No Holiday,Yes
28/04/2018,905,23,12.3,51,1.0,1648,2.4,0.0,0.0,0.0,Spring,No Holiday,Yes
29/04/2018,790,0,11.7,53,1.4,1620,2.4,0.0,0.0,0.0,Spring,No Holiday,Yes
29/04/2018,554,1,11.2,57,1.6,1533,2.9,0.0,0.0,0.0,Spring,No Holiday,Yes
29/04/2018,425,2,10.9,56,1.2,1460,2.4,0.0,0.0,0.0,Spring,No Holiday,Yes
29/04/2018,263,3,10.6,60,1.0,1163,3.1,0.0,0.0,0.0,Spring,No Holiday,Yes
29/04/2018,183,4,10.3,63,0.7,1277,3.5,0.0,0.0,0.0,Spring,No Holiday,Yes
29/04/2018,138,5,9.7,63,1.1,1304,2.9,0.0,0.0,0.0,Spring,No Holiday,Yes
29/04/2018,183,6,9.5,65,1.0,1325,3.2,0.01,0.0,0.0,Spring,No Holiday,Yes
29/04/2018,307,7,9.9,59,0.7,1707,2.2,0.25,0.0,0.0,Spring,No Holiday,Yes
29/04/2018,485,8,12.2,50,0.8,1412,2.0,0.84,0.0,0.0,Spring,No Holiday,Yes
29/04/2018,716,9,14.9,39,0.9,1354,1.0,1.56,0.0,0.0,Spring,No Holiday,Yes
29/04/2018,787,10,17.5,35,1.8,1570,1.8,2.26,0.0,0.0,Spring,No Holiday,Yes
29/04/2018,1060,11,19.6,28,2.0,1695,0.5,2.79,0.0,0.0,Spring,No Holiday,Yes
29/04/2018,1375,12,20.5,31,2.6,1299,2.7,2.79,0.0,0.0,Spring,No Holiday,Yes
29/04/2018,1635,13,21.9,27,2.2,1055,2.0,3.35,0.0,0.0,Spring,No Holiday,Yes
29/04/2018,1814,14,21.6,28,3.3,1172,2.2,2.93,0.0,0.0,Spring,No Holiday,Yes
29/04/2018,2019,15,22.8,24,3.3,1138,1.1,2.79,0.0,0.0,Spring,No Holiday,Yes
29/04/2018,2044,16,22.2,23,3.7,1183,0.0,2.28,0.0,0.0,Spring,No Holiday,Yes
29/04/2018,2094,17,21.9,28,3.1,1023,2.5,1.6,0.0,0.0,Spring,No Holiday,Yes
29/04/2018,1950,18,20.1,28,3.2,1114,1.0,0.89,0.0,0.0,Spring,No Holiday,Yes
29/04/2018,1712,19,18.1,38,2.8,932,3.5,0.16,0.0,0.0,Spring,No Holiday,Yes
29/04/2018,1485,20,16.9,42,2.7,942,3.8,0.0,0.0,0.0,Spring,No Holiday,Yes
29/04/2018,1382,21,16.1,44,1.2,913,3.8,0.0,0.0,0.0,Spring,No Holiday,Yes
29/04/2018,1128,22,15.6,43,2.3,1016,3.0,0.0,0.0,0.0,Spring,No Holiday,Yes
29/04/2018,820,23,15.2,51,1.0,858,5.1,0.0,0.0,0.0,Spring,No Holiday,Yes
30/04/2018,569,0,14.7,54,1.3,718,5.4,0.0,0.0,0.0,Spring,No Holiday,Yes
30/04/2018,362,1,14.4,60,1.7,580,6.7,0.0,0.0,0.0,Spring,No Holiday,Yes
30/04/2018,246,2,14.1,62,1.2,502,6.9,0.0,0.0,0.0,Spring,No Holiday,Yes
30/04/2018,157,3,14.3,61,1.0,475,6.8,0.0,0.0,0.0,Spring,No Holiday,Yes
30/04/2018,132,4,14.6,57,1.2,495,6.1,0.0,0.0,0.0,Spring,No Holiday,Yes
30/04/2018,185,5,14.8,63,0.7,492,7.8,0.0,0.0,0.0,Spring,No Holiday,Yes
30/04/2018,397,6,14.9,64,0.5,424,8.1,0.0,0.0,0.0,Spring,No Holiday,Yes
30/04/2018,1075,7,15.1,78,1.5,354,11.2,0.06,0.0,0.0,Spring,No Holiday,Yes
30/04/2018,1791,8,15.8,73,0.5,357,10.9,0.39,0.0,0.0,Spring,No Holiday,Yes
30/04/2018,983,9,17.5,65,1.0,416,10.8,1.0,0.0,0.0,Spring,No Holiday,Yes
30/04/2018,742,10,19.5,54,1.1,451,9.9,1.88,0.0,0.0,Spring,No Holiday,Yes
30/04/2018,901,11,20.3,52,0.9,468,10.1,1.96,0.0,0.0,Spring,No Holiday,Yes
30/04/2018,1094,12,22.2,50,2.0,564,11.2,2.65,0.0,0.0,Spring,No Holiday,Yes
30/04/2018,1019,13,23.3,45,1.8,684,10.6,2.96,0.0,0.0,Spring,No Holiday,Yes
30/04/2018,1055,14,24.0,47,2.3,520,11.9,2.87,0.0,0.0,Spring,No Holiday,Yes
30/04/2018,1168,15,24.1,48,2.7,419,12.3,2.47,0.0,0.0,Spring,No Holiday,Yes
30/04/2018,1344,16,24.8,45,1.8,549,12.0,2.05,0.0,0.0,Spring,No Holiday,Yes
30/04/2018,1706,17,24.0,53,3.5,536,13.8,1.39,0.0,0.0,Spring,No Holiday,Yes
30/04/2018,2558,18,23.0,54,2.9,679,13.1,0.81,0.0,0.0,Spring,No Holiday,Yes
30/04/2018,2064,19,21.2,65,2.9,559,14.3,0.25,0.0,0.0,Spring,No Holiday,Yes
30/04/2018,1703,20,20.0,69,2.4,533,14.1,0.0,0.0,0.0,Spring,No Holiday,Yes
30/04/2018,1711,21,19.1,73,1.2,413,14.1,0.0,0.0,0.0,Spring,No Holiday,Yes
30/04/2018,1456,22,18.4,78,1.6,377,14.4,0.0,0.0,0.0,Spring,No Holiday,Yes
30/04/2018,1044,23,17.9,79,0.4,323,14.1,0.0,0.0,0.0,Spring,No Holiday,Yes
01/05/2018,782,0,18.3,78,0.8,349,14.3,0.0,0.0,0.0,Spring,Holiday,Yes
01/05/2018,705,1,18.3,83,1.1,451,15.3,0.0,0.0,0.0,Spring,Holiday,Yes
01/05/2018,534,2,18.2,85,0.8,355,15.6,0.0,0.0,0.0,Spring,Holiday,Yes
01/05/2018,343,3,18.1,85,1.0,284,15.5,0.0,0.0,0.0,Spring,Holiday,Yes
01/05/2018,187,4,18.0,85,0.3,275,15.4,0.0,0.0,0.0,Spring,Holiday,Yes
01/05/2018,166,5,18.0,85,0.8,346,15.4,0.0,0.0,0.0,Spring,Holiday,Yes
01/05/2018,306,6,17.8,85,0.6,265,15.2,0.0,0.0,0.0,Spring,Holiday,Yes
01/05/2018,614,7,18.0,82,0.7,264,14.8,0.11,0.0,0.0,Spring,Holiday,Yes
01/05/2018,1067,8,18.8,76,0.6,301,14.4,0.36,0.0,0.0,Spring,Holiday,Yes
01/05/2018,1024,9,20.7,67,1.1,464,14.3,1.3,0.0,0.0,Spring,Holiday,Yes
01/05/2018,1002,10,22.2,61,1.2,531,14.3,1.72,0.0,0.0,Spring,Holiday,Yes
01/05/2018,1117,11,22.7,63,1.1,605,15.2,1.36,0.0,0.0,Spring,Holiday,Yes
01/05/2018,1315,12,22.1,67,2.7,462,15.6,0.81,0.0,0.0,Spring,Holiday,Yes
01/05/2018,1493,13,23.0,63,3.1,494,15.5,1.92,0.0,0.0,Spring,Holiday,Yes
01/05/2018,1536,14,23.0,64,2.8,520,15.8,1.59,0.0,0.0,Spring,Holiday,Yes
01/05/2018,1639,15,23.1,61,2.5,556,15.1,1.5,0.0,0.0,Spring,Holiday,Yes
01/05/2018,1759,16,22.6,63,3.1,551,15.1,0.88,0.0,0.0,Spring,Holiday,Yes
01/05/2018,1898,17,22.0,65,2.4,589,15.1,0.47,0.0,0.0,Spring,Holiday,Yes
01/05/2018,2082,18,21.6,67,2.0,584,15.2,0.24,0.0,0.0,Spring,Holiday,Yes
01/05/2018,1696,19,21.2,68,1.5,610,15.0,0.16,0.0,0.0,Spring,Holiday,Yes
01/05/2018,1656,20,20.6,72,1.3,587,15.3,0.0,0.0,0.0,Spring,Holiday,Yes
01/05/2018,1644,21,20.2,74,1.3,554,15.4,0.0,0.0,0.0,Spring,Holiday,Yes
01/05/2018,1400,22,19.9,75,0.8,516,15.3,0.0,0.0,0.0,Spring,Holiday,Yes
01/05/2018,855,23,19.8,73,0.9,442,14.8,0.0,0.0,0.0,Spring,Holiday,Yes
02/05/2018,612,0,19.7,76,0.5,386,15.3,0.0,0.0,0.0,Spring,No Holiday,Yes
02/05/2018,413,1,19.6,75,2.1,392,15.0,0.0,0.0,0.0,Spring,No Holiday,Yes
02/05/2018,245,2,19.0,80,1.6,346,15.4,0.0,0.0,0.0,Spring,No Holiday,Yes
02/05/2018,170,3,18.5,82,0.8,342,15.3,0.0,0.0,0.0,Spring,No Holiday,Yes
02/05/2018,93,4,18.4,81,0.4,300,15.0,0.0,0.0,0.0,Spring,No Holiday,Yes
02/05/2018,76,5,18.4,87,0.8,209,16.1,0.0,0.4,0.0,Spring,No Holiday,Yes
02/05/2018,67,6,17.9,93,0.9,202,16.7,0.0,0.1,0.0,Spring,No Holiday,Yes
02/05/2018,102,7,17.6,94,0.5,166,16.6,0.0,1.0,0.0,Spring,No Holiday,Yes
02/05/2018,555,8,17.5,94,0.9,203,16.5,0.06,0.0,0.0,Spring,No Holiday,Yes
02/05/2018,609,9,17.4,94,0.7,230,16.4,0.16,0.0,0.0,Spring,No Holiday,Yes
02/05/2018,486,10,17.7,88,1.1,322,15.6,0.36,0.0,0.0,Spring,No Holiday,Yes
02/05/2018,206,11,18.0,85,1.1,411,15.4,0.45,0.0,0.0,Spring,No Holiday,Yes
02/05/2018,63,12,17.3,95,0.7,155,16.4,0.16,3.5,0.0,Spring,No Holiday,Yes
02/05/2018,327,13,17.2,96,0.9,275,16.5,0.26,4.0,0.0,Spring,No Holiday,Yes
02/05/2018,376,14,17.5,94,0.3,436,16.5,0.35,0.0,0.0,Spring,No Holiday,Yes
02/05/2018,143,15,17.0,90,3.7,216,15.3,0.26,0.0,0.0,Spring,No Holiday,Yes
02/05/2018,400,16,15.4,95,4.7,378,14.5,0.11,0.5,0.0,Spring,No Holiday,Yes
02/05/2018,813,17,13.9,94,2.6,303,12.9,0.21,0.0,0.0,Spring,No Holiday,Yes
02/05/2018,518,18,13.6,89,2.3,638,11.8,0.09,0.0,0.0,Spring,No Holiday,Yes
02/05/2018,131,19,12.6,93,3.9,831,11.4,0.0,0.0,0.0,Spring,No Holiday,Yes
02/05/2018,123,20,11.1,91,4.0,716,9.6,0.0,0.5,0.0,Spring,No Holiday,Yes
02/05/2018,327,21,10.5,94,2.8,1627,9.5,0.0,1.0,0.0,Spring,No Holiday,Yes
02/05/2018,299,22,10.4,85,3.7,1671,7.9,0.0,0.0,0.0,Spring,No Holiday,Yes
02/05/2018,294,23,9.5,90,3.6,1017,7.9,0.0,1.0,0.0,Spring,No Holiday,Yes
03/05/2018,361,0,8.7,86,3.1,2000,6.4,0.0,0.0,0.0,Spring,No Holiday,Yes
03/05/2018,323,1,7.9,86,2.1,2000,5.6,0.0,0.0,0.0,Spring,No Holiday,Yes
03/05/2018,251,2,7.3,86,1.7,2000,5.1,0.0,0.0,0.0,Spring,No Holiday,Yes
03/05/2018,156,3,7.0,86,1.2,2000,4.8,0.0,0.0,0.0,Spring,No Holiday,Yes
03/05/2018,109,4,7.0,87,1.3,2000,4.9,0.0,0.0,0.0,Spring,No Holiday,Yes
03/05/2018,163,5,7.0,85,0.8,2000,4.6,0.0,0.0,0.0,Spring,No Holiday,Yes
03/05/2018,469,6,7.9,86,2.0,1070,5.6,0.01,0.0,0.0,Spring,No Holiday,Yes
03/05/2018,1160,7,8.4,83,1.4,1400,5.6,0.31,0.0,0.0,Spring,No Holiday,Yes
03/05/2018,1946,8,10.5,67,2.3,1221,4.6,0.98,0.0,0.0,Spring,No Holiday,Yes
03/05/2018,1061,9,12.8,52,3.9,1614,3.1,1.65,0.0,0.0,Spring,No Holiday,Yes
03/05/2018,762,10,13.8,47,4.8,1561,2.6,1.64,0.0,0.0,Spring,No Holiday,Yes
03/05/2018,794,11,14.7,45,3.0,1799,2.8,1.68,0.0,0.0,Spring,No Holiday,Yes
03/05/2018,871,12,14.1,59,3.9,1870,6.1,1.12,0.0,0.0,Spring,No Holiday,Yes
03/05/2018,516,13,13.4,56,3.7,1693,4.7,0.82,0.1,0.0,Spring,No Holiday,Yes
03/05/2018,367,14,12.7,75,3.8,1510,8.3,0.88,0.4,0.0,Spring,No Holiday,Yes
03/05/2018,590,15,12.2,56,4.8,2000,3.6,0.57,0.5,0.0,Spring,No Holiday,Yes
03/05/2018,911,16,12.8,53,3.3,2000,3.4,0.76,0.0,0.0,Spring,No Holiday,Yes
03/05/2018,1421,17,13.2,49,4.2,1999,2.7,0.69,0.0,0.0,Spring,No Holiday,Yes
03/05/2018,2310,18,13.4,49,2.4,1982,2.8,0.6,0.0,0.0,Spring,No Holiday,Yes
03/05/2018,1663,19,13.3,49,3.6,1919,2.7,0.45,0.0,0.0,Spring,No Holiday,Yes
03/05/2018,1401,20,12.6,47,3.2,1935,1.5,0.02,0.0,0.0,Spring,No Holiday,Yes
03/05/2018,1388,21,11.9,48,1.9,1918,1.2,0.0,0.0,0.0,Spring,No Holiday,Yes
03/05/2018,1202,22,11.2,60,2.3,1684,3.7,0.0,0.0,0.0,Spring,No Holiday,Yes
03/05/2018,832,23,10.6,62,2.1,1694,3.6,0.0,0.0,0.0,Spring,No Holiday,Yes
04/05/2018,624,0,10.0,63,2.1,1653,3.2,0.0,0.0,0.0,Spring,No Holiday,Yes
04/05/2018,480,1,9.7,63,2.1,1610,2.9,0.0,0.0,0.0,Spring,No Holiday,Yes
04/05/2018,352,2,9.6,65,1.5,1654,3.3,0.0,0.0,0.0,Spring,No Holiday,Yes
04/05/2018,224,3,9.6,66,0.9,1685,3.5,0.0,0.0,0.0,Spring,No Holiday,Yes
04/05/2018,138,4,9.5,66,1.1,1737,3.4,0.0,0.0,0.0,Spring,No Holiday,Yes
04/05/2018,186,5,9.2,63,0.8,1896,2.5,0.0,0.0,0.0,Spring,No Holiday,Yes
04/05/2018,521,6,9.0,57,1.7,1903,0.9,0.0,0.0,0.0,Spring,No Holiday,Yes
04/05/2018,1260,7,9.5,55,2.1,1912,0.8,0.32,0.0,0.0,Spring,No Holiday,Yes
04/05/2018,2041,8,11.3,46,1.2,1788,0.0,1.04,0.0,0.0,Spring,No Holiday,Yes
04/05/2018,1155,9,14.1,42,1.9,1893,1.3,1.78,0.0,0.0,Spring,No Holiday,Yes
04/05/2018,864,10,16.1,37,2.9,1629,1.3,2.4,0.0,0.0,Spring,No Holiday,Yes
04/05/2018,1021,11,17.2,35,3.6,1731,1.5,2.93,0.0,0.0,Spring,No Holiday,Yes
04/05/2018,1206,12,17.9,32,4.6,1874,0.9,3.28,0.0,0.0,Spring,No Holiday,Yes
04/05/2018,1222,13,18.9,30,3.8,1854,0.9,3.39,0.0,0.0,Spring,No Holiday,Yes
04/05/2018,1266,14,18.8,31,4.9,1940,1.2,3.31,0.0,0.0,Spring,No Holiday,Yes
04/05/2018,1323,15,19.9,26,3.8,1898,-0.1,3.0,0.0,0.0,Spring,No Holiday,Yes
04/05/2018,1501,16,18.6,30,5.1,1891,0.6,2.49,0.0,0.0,Spring,No Holiday,Yes
04/05/2018,1857,17,18.1,30,4.6,1925,0.2,1.86,0.0,0.0,Spring,No Holiday,Yes
04/05/2018,2661,18,17.1,35,3.4,1961,1.4,1.11,0.0,0.0,Spring,No Holiday,Yes
04/05/2018,1890,19,15.5,46,2.6,1782,3.9,0.34,0.0,0.0,Spring,No Holiday,Yes
04/05/2018,1389,20,14.1,46,3.4,1940,2.6,0.01,0.0,0.0,Spring,No Holiday,Yes
04/05/2018,1298,21,13.3,47,1.9,1805,2.2,0.0,0.0,0.0,Spring,No Holiday,Yes
04/05/2018,1256,22,12.7,55,2.0,1775,3.8,0.0,0.0,0.0,Spring,No Holiday,Yes
04/05/2018,935,23,12.4,58,2.5,1843,4.3,0.0,0.0,0.0,Spring,No Holiday,Yes
05/05/2018,796,0,12.2,59,1.2,1718,4.4,0.0,0.0,0.0,Spring,No Holiday,Yes
05/05/2018,716,1,12.1,54,1.3,1820,3.0,0.0,0.0,0.0,Spring,No Holiday,Yes
05/05/2018,508,2,12.1,53,1.1,1948,2.7,0.0,0.0,0.0,Spring,No Holiday,Yes
05/05/2018,392,3,11.6,53,1.1,1904,2.3,0.0,0.0,0.0,Spring,No Holiday,Yes
05/05/2018,252,4,12.1,51,1.6,1939,2.2,0.0,0.0,0.0,Spring,No Holiday,Yes
05/05/2018,190,5,12.2,52,2.3,1961,2.6,0.0,0.0,0.0,Spring,No Holiday,Yes
05/05/2018,247,6,12.3,55,2.1,1972,3.5,0.02,0.0,0.0,Spring,No Holiday,Yes
05/05/2018,352,7,12.9,55,2.3,1952,4.0,0.29,0.0,0.0,Spring,No Holiday,Yes
05/05/2018,579,8,14.4,51,2.3,1907,4.3,0.92,0.0,0.0,Spring,No Holiday,Yes
05/05/2018,759,9,16.1,50,2.6,1628,5.6,1.52,0.0,0.0,Spring,No Holiday,Yes
05/05/2018,877,10,18.1,46,2.9,1755,6.2,2.17,0.0,0.0,Spring,No Holiday,Yes
05/05/2018,1024,11,20.2,41,3.1,1789,6.5,2.56,0.0,0.0,Spring,No Holiday,Yes
05/05/2018,1258,12,21.9,35,3.4,1586,5.7,2.74,0.0,0.0,Spring,No Holiday,Yes
05/05/2018,1408,13,22.7,35,3.4,1794,6.4,2.51,0.0,0.0,Spring,No Holiday,Yes
05/05/2018,1669,14,23.6,34,3.3,1829,6.8,2.57,0.0,0.0,Spring,No Holiday,Yes
05/05/2018,1837,15,23.8,29,4.7,1876,4.6,2.72,0.0,0.0,Spring,No Holiday,Yes
05/05/2018,1223,16,23.2,30,4.5,1787,4.6,1.49,0.0,0.0,Spring,No Holiday,Yes
05/05/2018,2014,17,23.6,29,3.9,1948,4.5,1.68,0.0,0.0,Spring,No Holiday,Yes
05/05/2018,1929,18,22.5,31,3.4,1953,4.5,0.79,0.0,0.0,Spring,No Holiday,Yes
05/05/2018,1753,19,20.7,47,3.5,1952,8.9,0.28,0.0,0.0,Spring,No Holiday,Yes
05/05/2018,1562,20,19.7,53,2.0,1841,9.8,0.0,0.0,0.0,Spring,No Holiday,Yes
05/05/2018,1551,21,19.3,57,3.1,1924,10.5,0.0,0.0,0.0,Spring,No Holiday,Yes
05/05/2018,1360,22,19.1,61,2.7,1830,11.3,0.0,0.0,0.0,Spring,No Holiday,Yes
05/05/2018,1097,23,19.1,62,3.6,1757,11.6,0.0,0.0,0.0,Spring,No Holiday,Yes
06/05/2018,733,0,18.7,64,3.3,1654,11.7,0.0,0.0,0.0,Spring,No Holiday,Yes
06/05/2018,181,1,18.2,71,1.6,1328,12.8,0.0,0.0,0.0,Spring,No Holiday,Yes
06/05/2018,74,2,17.3,82,2.1,768,14.1,0.0,0.5,0.0,Spring,No Holiday,Yes
06/05/2018,43,3,16.2,94,1.7,400,15.2,0.0,1.5,0.0,Spring,No Holiday,Yes
06/05/2018,16,4,15.8,93,0.4,268,14.6,0.0,1.5,0.0,Spring,No Holiday,Yes
06/05/2018,11,5,15.4,96,0.3,208,14.7,0.0,2.0,0.0,Spring,No Holiday,Yes
06/05/2018,7,6,15.1,97,0.3,225,14.6,0.0,3.0,0.0,Spring,No Holiday,Yes
06/05/2018,16,7,15.1,97,0.5,311,14.6,0.03,2.5,0.0,Spring,No Holiday,Yes
06/05/2018,16,8,15.2,97,1.0,414,14.7,0.08,2.0,0.0,Spring,No Holiday,Yes
06/05/2018,12,9,15.4,97,0.8,413,14.9,0.18,1.0,0.0,Spring,No Holiday,Yes
06/05/2018,13,10,15.4,97,0.6,374,14.9,0.38,1.5,0.0,Spring,No Holiday,Yes
06/05/2018,10,11,15.5,97,0.8,459,15.0,0.4,3.5,0.0,Spring,No Holiday,Yes
06/05/2018,71,12,15.7,96,1.1,568,15.0,0.5,3.0,0.0,Spring,No Holiday,Yes
06/05/2018,211,13,16.4,94,0.9,1947,15.4,0.78,0.0,0.0,Spring,No Holiday,Yes
06/05/2018,384,14,17.2,85,1.3,2000,14.6,0.94,0.0,0.0,Spring,No Holiday,Yes
